tick,type,king,knight,merc,amount,stake,p_knight,notes,trait,delta,invest,wealth_created,rv,threshold,employer,agent
39,defend_win,K-00,N-01,M-58,,7005218617219598112851700501750360116137351990535189161180089530393108358799875186656941178880,0.898,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-59,,7705740478941557924136870551925396127751087189588708077298098483432419194679862705322635296768,0.938,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-60,,8476314526835713160748529268000197707385467866845621189331981936700953724751445737871876554752,0.849,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-61,,9323945979519284106288696635388392122696862625728878177801229200321244170962321486337049362432,0.95,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-62,,10256340577471213999056308536574532756675156999506986517437155840552588293115628936258813689856,0.95,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-63,,11281974635218334287357882711996509966061216616053769777789018634458432343634385353918650515456,0.898,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-64,,12410172098740168457163042102019811673521642333261757016495822358003885430526361539954545262592,0.791,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-65,,13651189308614184932344660752809967485446654538786627587681453663754469047314728868627984941056,0.95,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-66,,15016308239475602313975070149855488167709863909261374955057746239980501173253395279524738891776,0.95,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-67,,16517939063423164212778662182194251083903034425293385537651300049202673458767944521426279596032,0.898,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-68,,18169732969765482116195270638060977614001945979027944613272233774322160509701814274856966946816,0.849,,,,,,,,,
39,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
39,defend_win,K-00,N-01,M-69,,19986706266742029216210741023631599309120684493526823683207604361604961781879189226376619098112,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-00,,21985376893416231767297129566582933884605600915078200921064413867715653033802839323692266160128,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-01,,24183914582757853461888100285593925851357552895380800491315051534287998632126047954773433384960,0.726,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-02,,26602306041033638808076910314153318436493308184918880540446556687716798495338652750250776723456,0.654,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-03,,29262536645137003429953972464392300990996943059013378855419114216588088197401055675919884091392,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-04,,32188790309650707107761539745537959288941005615126462915136584008695141353519580671410006130688,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-05,,35407669340615776336398951482444453796126498065433888684794438689365435783814463437262947352576,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-06,,38948436274677351005761362155394296332321931649566836509562275117903539952081759178413123305472,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-07,,42843279902145091293823096202699280941534253203741791987013815650391162914989698650762643505152,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-08,,47127607892359594494650436872380003348853246079295089098291982334633400386260367310686670290944,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-09,,51840368681595560613739820629030860081427307187648090356472297308993229097643242897551604580352,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-10,,57024405549755118157252544929581247511278646017618119913975330760091771712464642488594824429568,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-11,,62726846104730624785492201590773817286426382230161660078877550815403679916011343182946099003392,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-12,,68999530715203696156873875175735007545320669120409149217900128218139366137954929308969065250816,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-13,,75899483786724055397590067029777398347892479254013520486699514998558764816350895130849556037632,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-14,,83489432165396462419487815970402439604390335290620093057225270218613861003043059945222571032576,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-15,,91838375381936105697159113092148080721412152597271661319236189800076807693233215337168709353472,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-16,,101022212920129717749013766639010190215261975968204047973015612500283708167613612172173639680000,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-17,,111124434212142689523915143302911209236788173565024452770317173750312078984374973389391003648000,0.726,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-18,,122236877633356958476306657633202330160466990921526898047348891125343286882812470728330104012800,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-19,,134460565396692654323937323396522563176513690013679587852083780237877615571093717801163114414080,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-20,,147906621936361934577718478112647833711251140127099751855850195463657574178773842594160019767296,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-21,,162697284129998139892600263825091028456045119029451491216281644771617089237107829263880496873472,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-22,,178967012542997933131917898880537911397729117375523553031928557165989722290019557972235715084288,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-23,,196863713797297747195052080095653922441422542669948995641102664965377770389820567987492118069248,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-24,,216550085177027513021724834679335506155313148269712572074078109140720229198460172978512973529088,0.726,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-25,,238205093694730285073839709474331276674764976653556916587467172137581327989105244494397102358528,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-26,,262025603064203275045616382242934567377817663427576874677962992626159748456531811110347268423680,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-27,,288228163370623602550178020467228024115599429770334562145759291888775723302184992221381995266048,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-28,,317050979707685968733750791464540032213993805192188900447758435958450174452631792648672432357376,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-29,,348756077678454547821460963759226418374889888376945144230264634911904555437210068298082962898944,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-30,,383631685446300020389271966986916677272882174549102304915560743045485647441615978743347971883008,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-31,,421994853990930028356754132636197550687004824448833417494540032230831091006005877822835006636032,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-32,,464194339390023054906649421702174128503043036673000287593686894977101715387519670425727457558528,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-33,,510613773329025336683094488070034718606009610561016788003362724951624371645358432647691253055488,0.654,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-34,,561675150661927846637184061074681367719272841837834938454006137923599293528981071091851428102144,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-35,,617842665728120678729342218786863149985875585580185488998792470762334253443705587842254471430144,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-36,,679626932300932794030716192270263110479138603696771094598057436884942709349902556267697819090944,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-37,,747589625531026061576677873596111010153383599176806439883016750811843222644436209484163125870592,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-38,,822348588084128572877466157746294820179371039977352970472546987800277483785227011150143637422080,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-39,,904583446892541548736312152532708415933996792871505909268265984196242808568315736368202752458752,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-40,,995041791581795549467514175070659909669701228593313565922088995715148240099211478671064851021824,0.654,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-41,,1094545970739975151842705344182439546131346811011211979213683614333038094670959036179389236641792,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-42,,1204000567813972690741195754403040323491819221891616705484744835289529419418968144617937110564864,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-43,,1324400624595370007243755081448058001335676603639345432732605037864857391922691368720948722139136,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-44,,1456840687054906960539690837988150155974568804444712919306479822604968100553134095951825693835264,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-45,,1602524755760397585451000294379894703330012495551333626188049226295902364765707891085181412442112,0.726,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-46,,1762777231336437723423618336655593337620417421575003442401939901296492845736889957323442757828608,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-47,,1939054954470081116338462157483443507425055487263967333047048139055141885815967675926043829469184,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-48,,2132960449917089512542946882860069731135613793341766406548067267238906257768522901365955615522816,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-49,,2346256494908798297797702440529578945017811064220958348755023977300484276578982757758288525262848,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-50,,2580882144399678222434352187791964130508943089760188297029297813123282765360533852816553178824704,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-51,,2838970358839646329248425916199442416527890156087609466928541908713861225267545695945515899813888,0.726,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-52,,3122867394723610582745750494981677494223275495227833960026310347214247103299688988410324285652992,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-53,,3435154134195971546163446041270417952656252125633483242630169943842921752506005067968920913182720,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-54,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-54,,3778669547615569175064188161444596202868631933782502133887044128690964233374869671177992009678848,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-55,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-55,,4156536502377125950285287722774914886671468748485051177177591384420935565026877409372137509093376,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-56,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-56,,4572190152614838260743177985424124502370562865982153954699036208584778938158606692462043856896000,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-57,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-57,,5029409167876322086817495783966536952607619152580369350168939829443256831974467361708248242585600,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-58,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-58,,5532350084663955244068040394457463557761890259009747419173548193315083126408442290703431077199872,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-59,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-59,,6085585093130350199333567414646646167601973770207917480698274384090091072307369604079159378706432,0.938,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-60,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-60,,6694143602443385124410044652901883493372820228111575115369330384406350118414453745204639515541504,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-61,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-61,,7363557962687724395706085143867490170624909603859805534096434927588985619245121673984589875380224,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-62,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-62,,8099913758956497119847332167882521060655453321597188427702392734626134364540592299230356266024960,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-63,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-63,,8909905134852144934694475320482227346933980271414225002497203246233746578521595143504675871916032,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-64,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-64,,9800895648337359807591440865368159245584781975024183956342009323228121480868365934984886663249920,0.791,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-65,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-65,,10780985213171096736919379983999248080036769363697943485963924636478434240191730721307733339930624,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-66,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-66,,11859083734488206220897558975980318306061744461833469607762774223940777541963598154873635071852544,0.95,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-67,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-67,,13044992107937027601842350899253768464582726260953889475729223151076855785149180524620484987322368,0.898,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-68,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-68,,14349491318730729034030272944247163237190086019409400835719345332886040507932959107128432271556608,0.849,,,,,,,,,
40,bribe_insufficient_funds,K-00,,M-69,,,,,,,,,,310,,
40,defend_win,K-00,N-01,M-69,,15784440450603802506574577257928443306845200136053145599683908494731144925468171933535890304925696,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-00,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-00,,17362884495664185792652179086422960949188949561406751788412985363172261373971879343927424968556544,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-01,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-01,,19099172945230599439359662828175037912661596723456453070518169118666484332939120675633505811562496,0.726,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-02,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-02,,21009090239753662418715773213694215015586985807550390006330672049501134722189922960234802025857024,0.654,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-03,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-03,,23109999263729025625167206432361963205486454976557137378203053235483246238452025039220336595304448,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-04,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-04,,25420999190101929705393999126948996181864715180086996930403701568515571840275672651661343071404032,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-05,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-05,,27963099109112124952498507116670150783795608756906915345014586239593130491270907579605936603398144,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-06,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-06,,30759409020023338206603393854012584190089976985534679786706216368294444029387220891826016672022528,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-07,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-07,,33835349922025671647836215226576133445141571007619611311781752252752888187831331703878875135082496,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-08,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-08,,37218884914228238053764800723558328461740920755444499535769755973286176517625242320007276240306176,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-09,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-09,,40940773405651061100286244770238742980000205478051876582156560065872793680398543997748517456052224,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-10,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-10,,45034850746216167969169905272938035605915033378794137147562387577202073537427620951782855609942016,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-11,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-11,,49538335820837784007231859774556420838591729363736477955128454830180280402181160492701654762651648,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-12,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-12,,54492169402921563925665117803362899578280517005984271565021643322682309420377721650490793055485952,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-13,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-13,,59941386343213726389071917789102536159427027530079281979045179692886544274329274249615763627311104,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-14,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-14,,65935524977535095992558965465311116463710500871338918548189011643207196745805311457539394356903936,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-15,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-15,,72529077475288597244409465729412626503018670076165008423916026255365911041504394506438983301464064,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-16,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-16,,79781985222817461521980628456406399120809381201403946709448657909354505079590169282639800081317888,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-17,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-17,,87760183745099216780439123610152058967868007556789216266675581757193961455419856862017616988864512,0.726,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-18,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-18,,96536202119609129352222603663062244929677120077223263007061081876009351733091171897105541788336128,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-19,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-19,,106189822331570051393705296337473489357622520320190464194049248120514292774270959737929932866584576,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-20,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-20,,116808804564727059568495970073922511605044001763957802242214858951533724007654945928760871786381312,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-21,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-21,,128489685021199748830534774516455559551422640175737978508252571742363085650657544327928257982758912,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-22,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-22,,141338653523319744961529260687012828688179510075549817760402631049375407907421530279986703213002752,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-23,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-23,,155472518875651710351421754447609091622019772847859924650160836097408942830293012656871536634888192,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-24,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-24,,171019770763216872280303497584264980849244061897401042228894861650245831245451643271444853398962176,0.726,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-25,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-25,,188121747839538562543753991445393152245827697498889438080545033834238416325953697815627284371996672,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-26,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-26,,206933922623492424868969678795335814093728926072274965146120909255598261870462848031265904075472896,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-27,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-27,,227627314885841670391286790777571068814761048091250753289493686200126090013466023051430440116158464,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-28,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-28,,250390046374425819217894605239118135826281776429886078845878938706330687279071284054345810328944640,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-29,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-29,,275429051011868385962583345249521582850613807014133228586663402482123746227193961374590663196147712,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-30,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-30,,302971956113055260983883409006893820875585940656526050990457974957952144321396040116505077113421824,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-31,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-31,,333269151724360768869750885291373163093189158251688906316939656339939347017794302825927911025934336,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-32,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-32,,366596066896796863969246838436720519272463450547347546721197738087741293455315074410748375927357440,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-33,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-33,,403255673586476580720372963307409304316302089719565217680924372086195442360415484022202669851475968,0.654,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-34,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-34,,443581240945124232721569971432746888124613839868025156191495437256878982684543251990347045570347008,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-35,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-35,,487939365039636619568685239343601497197164470913848172265516748754950857481514894584926402529722368,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-36,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-36,,536733301543600245100512034045541567176970165064253489946940191402829919758183701438963695185035264,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-37,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-37,,590406631697960372814848136941952616491080981570120754319497535188024978236536338962150216230240256,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-38,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-38,,649447294867756337246249492171307718660367573845173830661190824251595429117224607649454542657945600,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-39,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-39,,714392024354531970970874441388438490526404331229691213727309906676754972028947068414399996923740160,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-40,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-40,,785831226789985168067961885527282339579044764352660335100040897344430469231841775255839996616114176,0.654,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-41,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-41,,864414349468983733441480379723237346523496911375899034670215963382361547450336196254031126407938048,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-42,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-42,,950855784415882131068989570517174467669120437807475271167323047872341717843024937615737804113838080,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-43,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-43,,1045941362857470344175888527568891914436032481588222798284055352659575889627327431377311584525221888,0.938,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-44,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-44,,1150535499143217281460032769039327559906540388571099745992118935318557415999439687569828482717319168,0.95,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-45,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-45,,1265589049057539155306202962872940634856837439192127718771843757760877251485314386744632721379688448,0.726,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-46,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-46,,1392147953963293095120184411981848084835795018405326823679113621688708992281500947155399558582763520,0.791,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-47,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-47,,1531362749359622404632202853180032893319374520245859506047024983857579891509651041870939514441039872,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-48,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-48,,1684499024295584620812061985676422796158038136976459123621641994091593865012961024321729900820037632,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-49,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-49,,1852948926725143058609907031422451689280568115380118702953720705349009235866602005017599325836935168,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-50,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-50,,2038243819397657631587870415602444109634637115151980236580033145553094331577468544618698474136797184,0.849,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-51,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-51,,2242068201337423103346323623303327882678814803139342263877010602287475576963353938244925540769202176,0.726,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-52,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-52,,2466275021471165705081289819493021308865982306981112486625737520337151322431550792905060875627397120,0.898,,,,,,,,,
41,bribe_insufficient_funds,K-00,,M-53,,,,,,,,,,310,,
41,defend_win,K-00,N-01,M-53,,2712902523618282275589418801442323439752580537679223735288311272370866454674705872195566963190136832,0.95,,,,,,,,,
